No,Harga,Desc,Lokasi,Tanah,Bangunan,Kamar,WC
625,"1,85 M","Rumah Luas Murah dekat A. Yani, Suka Asih, Bandung Timur, Ujungberung, Bandung","Bandung, Ujungberung",328,250,6,4
626,"2,5 M","Rumah Bagus Asri di Taman Sari Bukit, Bandung Timur, Bandung Wetan, Bandung","Bandung, Bandung Wetan",200,153,4,3
627,"1,64 M","Rumah Town House Baru Furnished di Dago, Bandung, Dago, Bandung","Bandung, Dago",54,135,3,3
628,890000000,"Grand Sharon Murah!!!, Margahayu, Bandung","Bandung, Margahayu",117,74,2,2
629,500000000,"Rumah Baru &amp; Siap Huni Di Pasir Impun, Ujungberung, Bandung., Ujungberung, Bandung","Bandung, Ujungberung",90,40,2,1
630,600000000,"Rumah Siap Huni Di Sayap Soekarno Hatta, Bandung Timur., Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",100,120,4,2
631,600000000,"RUMAH CLUSTER MODEL MINIMALIS, CANTIK DAN ASRI DENGAN VIEW KOTA BANDUNG, DI PADASUKA, BANDUNG TIMUR., Padasuka, Bandung","Bandung, Padasuka",60,100,3,2
632,750000000,"Rumah Siap Huni Di Soekarno Hatta, Bandung Timur., Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",131,110,4,2
633,"7,578,000,000","Rumah Cluster 2 Lantai Dan Siap Huni Di Cipadung, Bandung., Cibiru, Bandung","Bandung, Cibiru",98,90,3,2
634,780000000,"Rumah Murah &amp; Siap Huni Dalam Perumahan Di Cileunyi Bandung., Cileunyi, Bandung","Bandung, Cileunyi",105,54,2,1
635,795000000,"RUMAH CLUSTER BARU; MURAH DAN SIAP HUNI DI JATIHANDAP, CICAHEUM BANDUNG TIMUR., Cicaheum, Bandung","Bandung, Cicaheum",110,70,3,2
636,875000000,"Rumah Minimalis 2 Lantai &amp;amp; Siap Huni Di Cileunyi, Bandung., Cileunyi, Bandung","Bandung, Cileunyi",77,120,3,1
637,875000000,"RUMAH BARU DAN SIAP HUNI DI CISARANTEN, ARCAMANIK, BANDUNG TIMUR., Arcamanik, Bandung","Bandung, Arcamanik",100,200,3,2
638,900000000,"Rumah Cluster Siap Huni Di Padasuka, Bandung Timur., Padasuka, Bandung","Bandung, Padasuka",98,78,4,4
639,"93,293,000,000","Rumah Baru Dalam Cluster Di Padasuka, Bandung Timur, Cicaheum, Bandung","Bandung, Cicaheum",84,75,3,2
640,1 M,"Rumah Dalam Kompleks &amp; Siap Huni Di Antapani, Bandung Timur., Antapani, Bandung","Bandung, Antapani",120,80,3,1
641,"1,2 M","Rumah Baru Dan Siap Huni Di Cisaranten, Bandung Timur., Antapani, Bandung","Bandung, Antapani",120,150,3,2
642,"1,3 M","Rumah Cluster Dan Siap Huni Di Cibiru, Bandung Timur., Cibiru, Bandung","Bandung, Cibiru",238,254,4,3
643,"1,3 M","Rumah Siap Huni Dalam Kompleks, Di Soekarno Hatta, Bandung., Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",140,120,3,3
644,"1,5 M","Rumah Baru Dan Siap Huni Di Soekarno Hatta, Bandung Timur., Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",121,130,4,2
645,"1,58 M","Rumah Nyaman Dan Siap Huni Di Cibiru, Bandung Timur., Cibiru, Bandung","Bandung, Cibiru",228,245,5,4
646,"1,7 M","Rumah 2 Lantai Dan Siap Huni Di Cibiru, Bandung Timur., Cibiru, Bandung","Bandung, Cibiru",128,248,5,6
647,"1,75 M","Rumah Dalam Kompleks Elite Dan Siap Huni Di Antapani Bandung, Antapani, Bandung","Bandung, Antapani",114,131,3,2
648,"1,85 M","Rumah Kompleks Dan Siap Huni Di Antapani, Bandung Timur., Antapani, Bandung","Bandung, Antapani",200,150,4,2
649,2 M,"Rumah Villa Siap Huni Di Padasuka, Cimenyan, Bandung Timur., Cimenyan, Bandung","Bandung, Cimenyan",447,118,2,2
650,"2,2 M","Rumah Bernuansa Maroko Dan Siap Huni Di Arcamanik Bandung., Arcamanik, Bandung","Bandung, Arcamanik",375,200,2,2
651,"2,75 M","Rumah Cocok Untuk Buka Usaha Di Cilengkrang Bandung Timur., Cilengkrang, Bandung","Bandung, Cilengkrang",395,500,4,4
652,"1,2 M","RUMAH BARU HANYA 200M DARI PURWAKARTA ANTAPANI BANDUNG, Antapani, Bandung","Bandung, Antapani",95,105,3,2
653,"1,1 M","Rumah Murah dengan halaman depan belakang di Antapani Bandung, Antapani, Bandung","Bandung, Antapani",174,170,4,3
654,"1,4 M","Rumah kantor 2LT di cluster kecil Antapani dekat ke Kalijati dan Setradago, Antapani, Bandung","Bandung, Antapani",120,204,2,2
655,950000000,"Rumah 1.5 LT minimalis komplek Kiarasari dekat carefour &amp; Samsat Soekarno Hatta, Kiaracondong, Bandung","Bandung, Kiaracondong",107,90,3,1
656,"1,65 M","RUMAH MINIMALIS 1 LANTAI DALAM CLUSTER DI PINUS REGENCY KAWASAN BANDUNG TIMUR 10 MENIT KE SUMARECON, Pinus, Bandung","Bandung, Pinus",192,140,4,3
657,"1,33 M","Rumah baru mewah berkwalitas di cibiru Bandung, Cibiru, Bandung","Bandung, Cibiru",227,250,5,4
658,100000000,"Rumah murah nyman,strategis di ujung berung bandung timur kota bandung, Ujungberung, Bandung","Bandung, Ujungberung",72,36,2,1
659,345000000,"Rumah murah,minimalis,ready stock siap huni strategis di ujung berung bandung timur, Ujungberung, Bandung","Bandung, Ujungberung",60,30,2,1
660,550000000,"rumah cantik asri dan minimalis murah, Cicaheum, Bandung","Bandung, Cicaheum",108,85,3,1
661,"2,8 M","Rumah Lama Terawat Dan Bagus, Ujungberung, Bandung","Bandung, Ujungberung",225,450,5,3
662,"1,6 M","Turun Harga Rumah Terawat Cantik Siap Huni di Bandung Timur Ciwastra, Ciwastra, Bandung","Bandung, Ciwastra",179,350,7,5
663,"2,1 M","Rumah Murah dibawah Appraisal Bank di Arcamanik Bandung Timur, Arcamanik, Bandung","Bandung, Arcamanik",335,220,4,2
664,"1,5 M","Rumah Minimalis Lux Siap Huni Evergreen Town House Arcamanik Bandung Timur, Arcamanik, Bandung","Bandung, Arcamanik",109,160,3,2
665,"3,2 M","Rumah dibawah harga Appraisal Bank BNI Arcamanik Bandung Timur, Arcamanik, Bandung","Bandung, Arcamanik",360,178,5,3
666,"1,7 M","Rumah toko Ah.Nasution commercial area, Cicaheum, Bandung","Bandung, Cicaheum",70,225,3,2
667,"1,35 M","Rumah sayap jalan jakarta Antapani Bandung Timur, Antapani, Bandung","Bandung, Antapani",130,120,4,3
668,990000000,"Rumah Antapani Raya Bandung Timur, Antapani, Bandung","Bandung, Antapani",124,110,3,2
669,"1,4 M","Rumah cluster edition Setra dago indah, Antapani, Bandung","Bandung, Antapani",90,100,3,3
670,675000000,"Rumah hoek Margahayu Hitung Tanah, Margahayu, Bandung","Bandung, Margahayu",161,65,2,1
671,"1,1 M","cluster Antapani Bandung Timur, Antapani, Bandung","Bandung, Antapani",130,200,3,2
672,575000000,"Rumah Antapani murah Bandung Timur, Antapani, Bandung","Bandung, Antapani",96,120,4,2
673,"1,6 M","Rumah maindroad Bandung Timur, Padasuka, Bandung","Bandung, Padasuka",200,160,,
674,"1,8 M","Rumah setra dago indah siap huni, Antapani, Bandung","Bandung, Antapani",120,200,4,3
675,"2,5 M","Rumah konsep modern Bandung Timur, Bandung Kota, Bandung","Bandung, Bandung Kota",180,300,3,4
676,"1,35 M","Rumah baru minimalis siap huni bandung timur, Antapani, Bandung","Bandung, Antapani",120,140,4,2
677,5 M,"rumah impian nan cantik bandung timur, Bandung Kota, Bandung","Bandung, Bandung Kota",571,336,7,6
678,"1,05 M","Rumah cantik lingkungan asri,aman & nyaman, Cicaheum, Bandung","Bandung, Cicaheum",135,100,3,2
679,850000000,"Rumah cantik nan asri bandung timur, Margahayu, Bandung","Bandung, Margahayu",105,100,3,2
680,4 M,"villa sindanglaya, dengan hunian indah sejuk nyaman, Ujungberung, Bandung","Bandung, Ujungberung",1660,500,5,5
681,4 M,"rumah villa bandung ,dengan udara yang sejuk dan nyaman, Ujungberung, Bandung","Bandung, Ujungberung",1660,500,5,5
682,4 M,"villa sindanglaya bandung, Bandung Wetan, Bandung","Bandung, Bandung Wetan",1660,500,5,5
683,4 M,"villa mewah sindanglaya,view yang sangat indah dan sejuk, Ujungberung, Bandung","Bandung, Ujungberung",1660,500,5,5
684,4 M,"rumah villa di cicaheum bandung,indah dan sejuk, Cicaheum, Bandung","Bandung, Cicaheum",1660,500,5,5
685,4 M,"villa sindanglaya bandung, dengan view yang indah dan sejuk, Ujungberung, Bandung","Bandung, Ujungberung",500,1660,5,5
686,4 M,"villa sindanglaya, Ujungberung, Bandung","Bandung, Ujungberung",1660,500,5,5
687,349000000,"Rumah murah Bandung Timur tanpa bunga, Cilengkrang, Bandung","Bandung, Cilengkrang",45,84,2,1
688,338000000,"Info Rumah di Rancaekek Bandung, Rumah Murah dekat Kampus ITB, Bojongloa, Bandung","Bandung, Bojongloa",72,36,2,1
689,"1,3 M","rumah daerah bandung barat, rumah dekat kampus widyatama, Cimenyan, Bandung","Bandung, Cimenyan",224,180,5,3
690,"2,4 M","Rumah di Bandung, rumah cluster di ujung berung dekat Alun-alun, Ujungberung, Bandung","Bandung, Ujungberung",210,180,7,3
691,975000000,"Rumah Dikawasan Bandung Timur Siap Huni, Arcamanik, Bandung","Bandung, Arcamanik",163,120,4,3
692,"73,116,000,000","Rumah lux dgn nuansa bandung nyaman, Rancasari, Bandung","Bandung, Rancasari",72,42,2,1
693,"69,883,000,000","Rumah minimalis cantik nyaman, Ciwastra, Bandung","Bandung, Ciwastra",90,40,2,1
694,"2,98 M","Rumah Mewah Lokasi Strategis Di Bandung Timur. Fasilitas Lengkap, Keamanan cctv, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",225,175,5,4
695,"1,2 M","Rumah dua lantai, Siap huni, Strategis di Antapani, Bandung Timur, Antapani, Bandung","Bandung, Antapani",108,140,3,2
696,"1,2 M","Rumah satu lantai, siap huni, bebas banjir, Cisaranten, Bandung Timur, Arcamanik, Bandung","Bandung, Arcamanik",180,200,4,3
697,900000000,"Siap Huni Rumah Baru,Minimalis 2 lantai, hoek, Riung Bandung, Bandung Timur, Margaasih, Bandung","Bandung, Margaasih",110,180,4,3
698,975000000,"Rumah 1 lantai siap huni, Arcamanik, Bandung Timur, Arcamanik, Bandung","Bandung, Arcamanik",176,120,3,2
699,"3,3 M","Rumah Asri Terawat dekat Superindo Antapani, Bandung Timur, Antapani, Bandung","Bandung, Antapani",274,160,4,3
700,600000000,"Rumah 1 Lantai, Terawat, Siap Huni,dalam Cluster di Cisaranten, Bandung Timur, Arcamanik, Bandung","Bandung, Arcamanik",90,62,2,1
701,"1,6 M","Rumah Minimalis 2 Lantai, Cluster, sangat Strategis, Antapani, Bandung Timur, Antapani, Bandung","Bandung, Antapani",90,120,3,3
702,"1,1 M","Rumah desain menarik, 2 lantai, dalam Cluster, Antapani, Bandung Timur, Antapani, Bandung","Bandung, Antapani",90,145,3,3
703,"1,3 M","Rumah Minimalis 2 Lantai, Cluster, Strategis, Antapani, Bandung Timur, Antapani, Bandung","Bandung, Antapani",105,115,3,2
704,"1,7 M","Rumah Minimalis 2 Lantai Antapani, Bandung Timur, Dekat ke Pusat Kota, Antapani, Bandung","Bandung, Antapani",120,180,3,3
705,4 M,"Villa murah di sindanglaya bandung timur, Bandung Wetan, Bandung","Bandung, Bandung Wetan",1660,500,5,5
706,4 M,"Villa mewah sebagai investasi bernilai tinggi di Bandung timur, Cicaheum, Bandung","Bandung, Cicaheum",1660,500,5,5
707,4 M,"Investasi villa mewah di bandung Timur, Cicadas, Bandung","Bandung, Cicadas",1660,500,5,5
708,4 M,"Villa Cantik dan Mewah di Sindanglaya, Bandung Timur, Cicaheum, Bandung","Bandung, Cicaheum",1660,500,5,5
709,4 M,"Villa Cantik dan Menawan di sindanglaya, Cicaheum, Bandung","Bandung, Cicaheum",1660,500,5,5
710,380000000,"Rumah Minimalis, Di Bandung Timur, Promo diskon 70juta , Cileunyi, Bandung","Bandung, Cileunyi",72,42,2,1
711,380000000,"Rumah Nuansa Villa Promo diskon 70juta Di cileunyi, bandung timur, Cileunyi, Bandung","Bandung, Cileunyi",72,42,2,1
712,380000000,"Rumah Minimalis, Di Bandung Timur, Promo diskon 70juta , Cileunyi, Bandung","Bandung, Cileunyi",72,42,2,1
713,"70,219,000,000","Rumah Fasilitas Mewah Dikawasan Terbaik Bandung Timur, Dekat RS AL ISLAM, Rancasari, Bandung","Bandung, Rancasari",72,42,2,1
714,895000000,"Rumah Mewah Design Unik, Siap Huni Di Arcamanik, Arcamanik, Bandung","Bandung, Arcamanik",160,60,3,2
715,380000000,"Rumah Minimalis, Di Bandung Timur, Promo diskon 70juta , Cileunyi, Bandung","Bandung, Cileunyi",72,42,2,1
716,380000000,"Rumah Nuansa Villa Promo diskon 70juta Di cileunyi, bandung timur, Cileunyi, Bandung","Bandung, Cileunyi",72,42,2,1
717,450000000,"Rumah Murah Minimalis Nuansa Villa di Cileunyi, bandung Timur, Cileunyi, Bandung","Bandung, Cileunyi",72,40,2,1
718,380000000,"Rumah Minimalis, Di Bandung Timur, Promo diskon 70juta , Cileunyi, Bandung","Bandung, Cileunyi",72,42,2,1
719,4 M,"Villa Cantik dan Mewah di Sindanglaya, Bandung Timur, Cicadas, Bandung","Bandung, Cicadas",1660,500,5,5
720,350000000,"Rumah Baru Nuansa Villa Cileunyi, jatinangor, bandung timur, Cileunyi, Bandung","Bandung, Cileunyi",72,40,2,1
721,380000000,"Rumah Nuansa Villa Promo diskon 70juta Di cileunyi, bandung timur, Cileunyi, Bandung","Bandung, Cileunyi",72,42,2,1
722,"70,218,000,000","Rumah Terbaik di Bandung Timur Harga sdh All in, Rancasari, Bandung","Bandung, Rancasari",72,42,2,1
723,"1,11 M","Hunian Terbaik fasilitas terlengkap di Bandung Timur DP 10%, Rancasari, Bandung","Bandung, Rancasari",120,52,2,1
724,"1,17 M","Hasil survey BI Bandung Timur toreh Permintaan Property tertinggi, Gede Bage, Bandung","Bandung, Gede Bage",95,82,3,2
725,419000000,"Rumah Villa Dp Cukup 15 Jt sudah All in 10 menit Exit Tol Cileuyi, Cileunyi, Bandung","Bandung, Cileunyi",72,40,2,1
726,"2,93 M","Rumah Mewah di Bandung Timur LT 225 Lb 175 5kamar Khusus bln ini cas back 150jt, Rancasari, Bandung","Bandung, Rancasari",225,175,5,4
727,"1,15 M","Rumah Mewah di Bandung Timur Khusus bln ini cash back 150jt, 75jt, Bandung Kota, Bandung","Bandung, Bandung Kota",96,82,3,2
728,"1,9 M","Masa Depan Bandung Timur Jadi Pusat Kota Bandung ? Yuk Berburu Rumah, Rancasari, Bandung","Bandung, Rancasari",1800,120,3,2
729,"1,15 M","Hunian Ekslusif Modern Terlengkap di Bandung Timur, Rancasari, Bandung","Bandung, Rancasari",95,82,3,2
730,"1,09 M","Booking Fee 1 jt Hunian Terbaik di Bandung Timur, Rancasari, Bandung","Bandung, Rancasari",109,68,3,1
731,"99,888,000,000","Best Seller tipe rumah paling di idamkan di Bandung Timur, Bandung Kota, Bandung","Bandung, Bandung Kota",108,52,2,1
732,4 M,"Rumah Villa mewah kayu Jati Asli View Kota Bandung,Sindanglaya-Pasir Impun, Ujungberung, Bandung","Bandung, Ujungberung",1660,500,5,5
733,4 M,"Rumah Villa mewah kayu Jati Asli View Kota Bandung,Sindanglaya-Pasir Impun, Cilengkrang, Bandung","Bandung, Cilengkrang",1660,500,5,5
734,349000000,"Harga rumah murah syariah Bandung Timur , view kota Bandung, Ujungberung, Bandung","Bandung, Ujungberung",84,45,3,2
735,349000000,"Rumah murah di Bandung Timur , View Kota Bandung, Ujungberung, Bandung","Bandung, Ujungberung",84,45,3,2
736,349000000,"Rumah murah di Bandung Timur , Sebuah pilihan investasi property menguntungkan, Ujungberung, Bandung","Bandung, Ujungberung",84,45,3,2
737,349000000,"KPR rumah di Bandung Timur , perumahan islami, Ujungberung, Bandung","Bandung, Ujungberung",84,45,3,2
738,349000000,"Harga rumah di Bandung Timur , hunian exclusive nan islami, Ujungberung, Bandung","Bandung, Ujungberung",84,45,3,2
739,349000000,"KPR rumah Bandung Timur , konsep perumahan islami, Ujungberung, Bandung","Bandung, Ujungberung",84,45,3,2
740,349000000,"KPR rumah murah Bandung Timur , dekat ke RSUD Ujung Berung, Ujungberung, Bandung","Bandung, Ujungberung",84,45,3,2
741,349000000,"Rumah KPR di Bandung Timur , dekat ke Stadion GBLA, Ujungberung, Bandung","Bandung, Ujungberung",84,45,3,2
742,349000000,"Perumahan murah di Bandung Timur , Tanpa bunga dan denda, Ujungberung, Bandung","Bandung, Ujungberung",84,45,3,2
743,385000000,"Kredit rumah murah di Bandung Timur , tanpa uang muka, Tanjungsari, Sumedang","Sumedang, Tanjungsari",80,45,2,1
744,385000000,"Cluster di Bandung Timur , Tanpa DP, Tanjungsari, Sumedang","Sumedang, Tanjungsari",80,45,2,1
745,349000000,"Rumah baru murah Bandung Timur , Tanpa bunga, Cilengkrang, Bandung","Bandung, Cilengkrang",84,45,3,1
746,280000000,"Rumah di Bandung Timur , dekat Tol Cileunyi, Ujungberung, Bandung","Bandung, Ujungberung",60,90,3,2
747,280000000,"Rumah murah daerah Bandung Timur, lingkungan aman dan bebas banjir, Ujungberung, Bandung","Bandung, Ujungberung",60,90,3,2
748,650000000,"Hunian Nyaman Di Bandung Timur, Arcamanik, Konsep Free Design, Arcamanik, Bandung","Bandung, Arcamanik",108,42,2,1
749,450000000,"Rumah Cantik 450 JTan Di Griya Bandung Indah Dekat Ciwastra Bandung Timur, Gede Bage, Bandung","Bandung, Gede Bage",60,45,1,1
750,520000000,"Rumah Murah Baru Minimalis Free Design Di Arcamanik, Bandung Timur, Arcamanik, Bandung","Bandung, Arcamanik",77,38,2,1
751,650000000,"Rumah Baru Di Arcamanik, Murah, Bebas Banjir, Lokasi Strategis, Arcamanik, Bandung","Bandung, Arcamanik",108,42,2,1
752,630000000,"Rumah Murah Di Bandung Lokasi Strategis Dekat Soekarno- Hatta, Arcamanik, Bandung","Bandung, Arcamanik",87,36,2,1
753,630000000,"Rumah Murah, Strategis, dan Bebas Banjir di Bandung Timur, Arcamanik, Bandung, Arcamanik, Bandung","Bandung, Arcamanik",87,36,2,1
754,260000000,"Rumah Murah Di Cicaheum, Jatihandap Hanya 260 Jtan, Cimenyan, Bandung","Bandung, Cimenyan",72,36,2,1
755,250000000,"Rumah Murah Baru Minimalis Hanya 250 JTan di Bandung Timur, Cilengkrang, Bandung","Bandung, Cilengkrang",72,27,2,1
756,550000000,"Rumah minimalis di Cisaranteun, Arcamanik, DP 25 jta, Arcamanik, Bandung","Bandung, Arcamanik",88,38,2,1
757,330000000,"Rumah Cantik Cluster Di Cigending , Ujungberung , Bandung, Ujungberung, Bandung","Bandung, Ujungberung",60,30,2,1
758,350000000,"Rumah Murah DP 15 JT Di Cileunyi Bandung, Cileunyi, Bandung","Bandung, Cileunyi",72,40,2,1
759,560000000,"RUMAH MINIMALIS MODERN,DI CISARANTEN KULON ,ARCAMANIK, BANDUNG TIMUR, Arcamanik, Bandung","Bandung, Arcamanik",97,67,2,1
760,330000000,"Rumah Murah Di Kodya Bandung Timur Harga 300 JT an, Ujungberung, Bandung","Bandung, Ujungberung",60,30,2,1
761,280000000,"Rumah di Bandung Timur , dekat Tol Cileunyi, Ujungberung, Bandung","Bandung, Ujungberung",60,90,3,2
762,280000000,"Rumah murah daerah Bandung Timur, lingkungan aman dan bebas banjir, Ujungberung, Bandung","Bandung, Ujungberung",60,90,3,2
763,650000000,"Hunian Nyaman Di Bandung Timur, Arcamanik, Konsep Free Design, Arcamanik, Bandung","Bandung, Arcamanik",108,42,2,1
764,450000000,"Rumah Cantik 450 JTan Di Griya Bandung Indah Dekat Ciwastra Bandung Timur, Gede Bage, Bandung","Bandung, Gede Bage",60,45,1,1
765,520000000,"Rumah Murah Baru Minimalis Free Design Di Arcamanik, Bandung Timur, Arcamanik, Bandung","Bandung, Arcamanik",77,38,2,1
766,650000000,"Rumah Baru Di Arcamanik, Murah, Bebas Banjir, Lokasi Strategis, Arcamanik, Bandung","Bandung, Arcamanik",108,42,2,1
767,630000000,"Rumah Murah Di Bandung Lokasi Strategis Dekat Soekarno- Hatta, Arcamanik, Bandung","Bandung, Arcamanik",87,36,2,1
768,630000000,"Rumah Murah, Strategis, dan Bebas Banjir di Bandung Timur, Arcamanik, Bandung, Arcamanik, Bandung","Bandung, Arcamanik",87,36,2,1
769,260000000,"Rumah Murah Di Cicaheum, Jatihandap Hanya 260 Jtan, Cimenyan, Bandung","Bandung, Cimenyan",72,36,2,1
770,250000000,"Rumah Murah Baru Minimalis Hanya 250 JTan di Bandung Timur, Cilengkrang, Bandung","Bandung, Cilengkrang",72,27,2,1
771,550000000,"Rumah minimalis di Cisaranteun, Arcamanik, DP 25 jta, Arcamanik, Bandung","Bandung, Arcamanik",88,38,2,1
772,330000000,"Rumah Cantik Cluster Di Cigending , Ujungberung , Bandung, Ujungberung, Bandung","Bandung, Ujungberung",60,30,2,1
773,350000000,"Rumah Murah DP 15 JT Di Cileunyi Bandung, Cileunyi, Bandung","Bandung, Cileunyi",72,40,2,1
774,560000000,"RUMAH MINIMALIS MODERN,DI CISARANTEN KULON ,ARCAMANIK, BANDUNG TIMUR, Arcamanik, Bandung","Bandung, Arcamanik",97,67,2,1
775,330000000,"Rumah Murah Di Kodya Bandung Timur Harga 300 JT an, Ujungberung, Bandung","Bandung, Ujungberung",60,30,2,1
776,996000000,"Rumah Minimalis Modern Di Bandung Timur Dkt Bandung Teknopolis, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",109,52,2,1
777,"22,5 M","Rumah Kost 52 Kamar Dekat Kampus Unpar Ciumbuleuit Bandung, Ciumbuleuit, Bandung","Bandung, Ciumbuleuit",1166,1460,52,52
778,600000000,"rumah cantik di arcamanik, Arcamanik, Bandung","Bandung, Arcamanik",100,45,2,1
779,725000000,"rumah siap huni di antapani, Antapani, Bandung","Bandung, Antapani",102,90,3,2
780,"4,48 M","RUMAH BESAR DAN SIAP HUNI DI CIKUTRA, Bandung Kota, Bandung","Bandung, Bandung Kota",300,200,6,3
781,4 M,"Villa mewah bagus dan cantik siap huni di Bandung timur, Ujungberung, Bandung","Bandung, Ujungberung",1660,500,5,5
782,4 M,"villa di bandung timur, Ujungberung, Bandung","Bandung, Ujungberung",1660,500,12,11
783,"2,9 M","Rumah Luas Murah di Bandung Timur, Ujungberung, Bandung","Bandung, Ujungberung",300,150,3,2
784,850000000,"Rumah Asri di Bandung Timur Nego, Cileunyi, Bandung","Bandung, Cileunyi",120,210,3,3
785,950000000,"Rumah Murah Di Komplek Panyawangan Bandung Timur, Cileunyi, Bandung","Bandung, Cileunyi",135,100,3,2
786,999000000,"rumah arcamanik tanah luas, Arcamanik, Bandung","Bandung, Arcamanik",166,88,2,3
787,850000000,"rumah siap huni arcamanik cisaranten harga nego, Arcamanik, Bandung","Bandung, Arcamanik",150,75,2,2
788,790000000,"rumah cluster minimalis antapani lokasi strategis, Antapani, Bandung","Bandung, Antapani",99,65,2,1
789,975000000,"rumah elite bandung timur grand sharon, Soekarno Hatta, Bandung","Bandung, Soekarno Hatta",127,70,2,1
790,"1,2 M","rumah minimalis modern masa kini, Geger Kalong, Bandung","Bandung, Geger Kalong",126,201,4,3
791,700000000,"rumah cluster bumi panyawangan komplek elite bandung timur, Cileunyi, Bandung","Bandung, Cileunyi",136,68,3,2
792,750000000,"2 lantai baru bandung timur, Ciwastra, Bandung","Bandung, Ciwastra",105,100,2,2
793,"1,37 M","rumah baru minimalis cigadung view kota bandung, Dago, Bandung","Bandung, Dago",146,80,3,2
